accuracy:  0.752732754372672
f1 score:  0.7922873032935192
precision: 0.6833667334669339
fpr	tpr
0.0	0.0
0.0	5.294955495899057e-06
0.0	7.41293769425868e-05
5.30225504907237e-06	7.41293769425868e-05
5.30225504907237e-06	0.0003229922852498425
1.060451009814474e-05	0.0003229922852498425
1.060451009814474e-05	0.0003865317512006312
1.590676514721711e-05	0.0003865317512006312
1.590676514721711e-05	0.0005983299710365935
2.120902019628948e-05	0.0005983299710365935
2.120902019628948e-05	0.0010695810101716094
2.6511275245361853e-05	0.0010695810101716094
2.6511275245361853e-05	0.0010960557876511048
3.181353029443422e-05	0.0010960557876511048
3.181353029443422e-05	0.0012601994080239755
3.7115785343506595e-05	0.0012601994080239755
3.7115785343506595e-05	0.0015196522273230293
4.241804039257896e-05	0.0015196522273230293
4.241804039257896e-05	0.0015408320493066256
4.772029544165133e-05	0.0015408320493066256
4.772029544165133e-05	0.0018002848686056794
4.772029544165133e-05	0.0018108747795974776
4.772029544165133e-05	0.0018902991120359634
5.3022550490723706e-05	0.0018902991120359634
5.3022550490723706e-05	0.0018955940675318625
5.8324805539796074e-05	0.0018955940675318625
5.8324805539796074e-05	0.0020862124653842286
6.362706058886844e-05	0.0020862124653842286
6.362706058886844e-05	0.0027480819023716105
6.892931563794081e-05	0.0027480819023716105
6.892931563794081e-05	0.002801031457330601
6.892931563794081e-05	0.0028116213683223993
6.892931563794081e-05	0.003161088431051737
7.423157068701319e-05	0.003161088431051737
7.423157068701319e-05	0.0032934623184492132
7.953382573608556e-05	0.0032934623184492132
7.953382573608556e-05	0.0032987572739451125
8.483608078515793e-05	0.0032987572739451125
8.483608078515793e-05	0.003319937095928709
9.01383358342303e-05	0.003319937095928709
9.01383358342303e-05	0.003997691399403788
9.544059088330266e-05	0.003997691399403788
9.544059088330266e-05	0.004002986354899687
0.00010074284593237504	0.004002986354899687
0.00010074284593237504	0.004294208907174135
0.00010074284593237504	0.004304798818165934
0.00010074284593237504	0.004633086058911675
0.00010074284593237504	0.004643675969903473
0.00010074284593237504	0.004696625524862464
0.00010604510098144741	0.004696625524862464
0.00010604510098144741	0.004786639768292748
0.00011134735603051978	0.004786639768292748
0.00011134735603051978	0.004897833833706628
0.00011664961107959215	0.004897833833706628
0.00011664961107959215	0.0049719632106492145
0.00012195186612866452	0.0049719632106492145
0.00012195186612866452	0.004982553121641012
0.00012725412117773688	0.004982553121641012
0.00012725412117773688	0.005136106831022085
0.00012725412117773688	0.005146696742013884
0.00012725412117773688	0.00516258160850158
0.00013255637622680926	0.00516258160850158
0.00013255637622680926	0.0053584949618498455
0.00013255637622680926	0.005369084872841644
0.00013255637622680926	0.005745026713050477
0.00013785863127588162	0.005745026713050477
0.00013785863127588162	0.005760911579538174
0.000143160886324954	0.005760911579538174
0.000143160886324954	0.005940940066398742
0.000143160886324954	0.00595152997739054
0.000143160886324954	0.006316881906607575
0.000143160886324954	0.006327471817599373
0.000143160886324954	0.006973456388099058
0.00014846314137402638	0.006973456388099058
0.00014846314137402638	0.00701581603206625
0.00015376539642309874	0.00701581603206625
0.00015376539642309874	0.00718525460793502
0.00015906765147217112	0.00718525460793502
0.00015906765147217112	0.007217024340910414
0.00016436990652124347	0.007217024340910414
0.00016436990652124347	0.007222319296406314
0.00016436990652124347	0.007232909207398112
0.00016436990652124347	0.007333513361820194
0.00016967216157031585	0.007333513361820194
0.00016967216157031585	0.007868303866905998
0.00017497441661938823	0.007868303866905998
0.00017497441661938823	0.007984792887815778
0.00017497441661938823	0.007995382798807576
0.00017497441661938823	0.008694316924266251
0.0001802766716684606	0.008694316924266251
0.0001802766716684606	0.008773741256704737
0.0001802766716684606	0.008784331167696535
0.0001802766716684606	0.008906115144102214
0.00018557892671753297	0.008906115144102214
0.00018557892671753297	0.0089855394765407
0.00019088118176660533	0.0089855394765407
0.00019088118176660533	0.009186747785384863
0.0001961834368156777	0.009186747785384863
0.0001961834368156777	0.009202632651872562
0.0002014856918647501	0.009202632651872562
0.0002014856918647501	0.009419725827204422
0.00020678794691382244	0.009419725827204422
0.00020678794691382244	0.010213969151589281
0.00020678794691382244	0.010224559062581079
0.00020678794691382244	0.010245738884564676
0.00021209020196289482	0.010245738884564676
0.00021209020196289482	0.010372817816466253
0.00021739245701196718	0.010372817816466253
0.00021739245701196718	0.010589910991798113
0.00021739245701196718	0.010600500902789913
0.00021739245701196718	0.010748759656675086
0.00022269471206103956	0.010748759656675086
0.00022269471206103956	0.010912903277047956
0.00022799696711011194	0.010912903277047956
0.00022799696711011194	0.011257075384281395
0.00022799696711011194	0.011267665295273193
0.00022799696711011194	0.011352384583207578
0.0002332992221591843	0.011352384583207578
0.0002332992221591843	0.011574772714035338
0.0002332992221591843	0.011585362625027136
0.0002332992221591843	0.011606542447010733
0.00023860147720825668	0.011606542447010733
0.00023860147720825668	0.011760096156391805
0.00023860147720825668	0.011770686067383603
0.00023860147720825668	0.011807750755854897
0.00023860147720825668	0.011818340666846696
0.00023860147720825668	0.012310771527965307
0.00023860147720825668	0.012321361438957106
0.00023860147720825668	0.012326656394453005
0.00024390373225732903	0.012326656394453005
0.00024390373225732903	0.012374310993916096
0.00024390373225732903	0.012384900904907894
0.00024390373225732903	0.01263905876871105
0.00024390373225732903	0.012649648679702847
0.00024390373225732903	0.012660238590694645
0.00024390373225732903	0.012670828501686443
0.00024390373225732903	0.012909101499001902
0.00024390373225732903	0.0129196914099937
0.00024390373225732903	0.012977935920448588
0.00024390373225732903	0.012988525831440386
0.00024390373225732903	0.013136784585325561
0.00024390373225732903	0.013147374496317359
0.00024390373225732903	0.013168554318300954
0.00024390373225732903	0.013179144229292753
0.00024390373225732903	0.01341741722660821
0.00024390373225732903	0.013428007137600008
0.00024390373225732903	0.013713934734378557
0.00024390373225732903	0.013724524645370356
0.00024390373225732903	0.014344034438390545
0.00024390373225732903	0.014354624349382344
0.00024390373225732903	0.01442875372632493
0.00024390373225732903	0.014444638592812628
0.00024390373225732903	0.014455228503804426
0.00024390373225732903	0.014471113370292122
0.0002492059873064014	0.014471113370292122
0.0002492059873064014	0.014778220789054268
0.0002492059873064014	0.014788810700046066
0.0002492059873064014	0.01581603206625048
0.0002492059873064014	0.015826621977242283
0.0002492059873064014	0.0162766931943937
0.0002492059873064014	0.0162872831053855
0.0002492059873064014	0.016424951948278876
0.0002492059873064014	0.016435541859270673
0.0002492059873064014	0.016710879545057424
0.00025450824235547377	0.016710879545057424
0.00025450824235547377	0.016753239189024615
0.0002598104974045462	0.016753239189024615
0.0002598104974045462	0.016763829100016413
0.00026511275245361853	0.016763829100016413
0.00026511275245361853	0.017060346607786762
0.00026511275245361853	0.01707093651877856
0.00026511275245361853	0.017319799427085815
0.00026511275245361853	0.017330389338077613
0.00026511275245361853	0.017483943047458685
0.00027571726255176324	0.017483943047458685
0.00027571726255176324	0.017558072424401272
0.00028101951760083565	0.017558072424401272
0.00028101951760083565	0.01757395729088897
0.00028101951760083565	0.017595137112872566
0.00028101951760083565	0.017621611890352062
0.00028101951760083565	0.01763220180134386
0.00028101951760083565	0.01774339586675774
0.00028101951760083565	0.01775398577774954
0.00028101951760083565	0.017822820199196225
0.00028101951760083565	0.017833410110188023
0.00028101951760083565	0.018108747795974774
0.00028101951760083565	0.01811933770696657
0.00028101951760083565	0.01824112168337225
0.000286321772649908	0.01824112168337225
0.000286321772649908	0.01830995610481894
0.00029162402769898036	0.01830995610481894
0.00029162402769898036	0.01858529379060569
0.00029162402769898036	0.01859588370159749
0.00029162402769898036	0.018648833256556478
0.00029692628274805276	0.018648833256556478
0.00029692628274805276	0.018802386965937553
